prefix,provider,origin,time,as_path,scrubber,t_start,t_end
103.85.74.0/24,17433,152320,1733295767.0,"['14840', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['14840', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6057', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6057', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6057', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['2027', '200780', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['15547', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['12307', '57118', '29691', '8758', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['20612', '8758', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['20612', '8758', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '51088', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '58299', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '25091', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57777', '8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8758', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8758', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29691', '8758', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29691', '8758', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48362', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24482', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '25091', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8298', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['51873', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['51873', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['5405', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['49544', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48362', '1764', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48362', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['47692', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['51184', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['51184', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['35598', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['35598', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24482', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '20495', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['396998', '137409', '17433', '152320']","396998,137409",1733292356,1733295042
103.85.74.0/24,152320,152320,1733295767.0,"['396998', '9002', '152320', '152320', '152320']",396998,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6424', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6233', '1299', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['39122', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['917', '3214', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['42473', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['271253', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['271253', '1299', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['271253', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['15692', '2914', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6830', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['37721', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['3170', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['14630', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['3170', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['15547', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['22652', '1299', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['204092', '30781', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['15562', '2914', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['49432', '48362', '1764', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['202365', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['202365', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['204092', '34019', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['204092', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '56655', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34927', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['8660', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['20811', '2914', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24482', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['202032', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['5392', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57111', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['12637', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['199524', '137409', '17433', '152320']","199524,137409",1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57695', '60068', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57695', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['57695', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['51184', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6233', '1299', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['25220', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6233', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6233', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['6233', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['47147', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24961', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24961', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['24961', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29140', '174', '174', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29140', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29140', '2914', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29140', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['29140', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['210937', '34549', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['210937', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['210937', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['64475', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['64475', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['64475', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['64475', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['64475', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58299', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58299', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58299', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34019', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['34019', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48919', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['3214', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['3214', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['206356', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['206356', '47147', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58057', '34549', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58057', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['58057', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['213151', '34549', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['213151', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['213151', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['206356', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48362', '1764', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['48362', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['35598', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['35598', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['47692', '33891', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['47692', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295767.0,"['37721', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['24482', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['51184', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['205112', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['34288', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['34288', '6461', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['34288', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['57695', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['205112', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['25220', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['6233', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['2914', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['24961', '137409', '17433', '152320']",137409,1733292356,1733295042
103.85.74.0/24,17433,152320,1733295768.0,"['29140', '137409', '17433', '152320']",137409,1733292356,1733295042
